"Kod";"Nazwa";"Zakres przedmiotowy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";4286;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";4811;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";5074;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";3725;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";4056;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";3673;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";3953;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";2284;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";2378;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";2715;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";2868;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";2215;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";2370;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";2164;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";2355;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";4576;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";4868;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";6091;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";6801;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";4850;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";5257;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";4723;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";5231;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";50;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";49;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";45;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";42;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";46;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";45;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";46;"%";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";45;"%";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";1616;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";1687;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";1634;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";1760;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";2500;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";2812;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";1877;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";2164;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";1839;"osoba";"";
2200000;"POMORSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";2129;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";8925;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";8712;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";9159;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";11348;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";12532;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";9083;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";10280;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";9611;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";10459;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";6953;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";5180;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";5573;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";6277;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";6196;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";5005;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";5520;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";5688;"osoba";"";
2200000;"POMORSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";5650;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";4851;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";5162;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";6047;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";6355;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";4957;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";5250;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";4748;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";4711;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";3556;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";3860;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";4195;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";4449;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";3441;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";3928;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";3242;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";3697;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";136;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";134;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";144;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";143;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";144;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";134;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";146;"%";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";127;"%";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-905;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-848;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-834;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-832;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-1084;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-1396;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-1021;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-859;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-909;"osoba";"";
2400000;"ŚLĄSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-581;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";9035;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";7838;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";8553;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";9252;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";9818;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";7730;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";8517;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";7840;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";8727;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";16199;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";12394;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";12799;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";14280;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";14535;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";11261;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";13000;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";12084;"osoba";"";
2400000;"ŚLĄSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";11436;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";2953;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";3212;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";3629;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";4239;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";2960;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";3359;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";3112;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";3187;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";1184;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";1244;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";1331;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";1201;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";1087;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";1187;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";1127;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";1025;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";249;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";258;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";273;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";353;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";272;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";283;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";276;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";311;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-1604;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-1567;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-1343;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-1529;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-1716;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-2282;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-1424;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-1651;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-1507;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-1574;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";2881;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";2887;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";2913;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";3239;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";3086;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";2697;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";3038;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";2893;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";2687;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";5451;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";4637;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";5138;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";5691;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";6548;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";4710;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";5366;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";5123;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";5385;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";3693;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";3732;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";4515;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";4861;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";3483;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";3660;"osoba";"";
